"Date","foliage","wood","root"
2014-01-10,0.545872450250202,0.212448085833129,0.241679463916669
2014-01-11,0.54473405228792,0.212389487486027,0.242876460226053
2014-01-12,0.543595654325637,0.212330889138925,0.244073456535438
2014-01-13,0.542457256363355,0.212272290791823,0.245270452844822
2014-01-14,0.541318858401073,0.212213692444721,0.246467449154207
2014-01-15,0.54018046043879,0.212155094097619,0.247664445463591
2014-01-16,0.539042062476508,0.212096495750517,0.248861441772975
2014-01-17,0.537903664514225,0.212037897403415,0.25005843808236
2014-01-18,0.536765266551943,0.211979299056313,0.251255434391744
2014-01-19,0.535626868589661,0.211920700709211,0.252452430701129
2014-01-20,0.534488470627378,0.211862102362109,0.253649427010513
2014-01-21,0.533350072665096,0.211803504015007,0.254846423319897
2014-01-22,0.532211674702813,0.211744905667905,0.256043419629282
2014-01-23,0.531073276740531,0.211686307320803,0.257240415938666
2014-01-24,0.529934878778249,0.211627708973701,0.258437412248051
2014-01-25,0.528796480815966,0.211569110626599,0.259634408557435
2014-01-26,0.527658082853684,0.211510512279497,0.260831404866819
2014-01-27,0.526519684891402,0.211451913932394,0.262028401176204
2014-01-28,0.525381286929119,0.211393315585292,0.263225397485588
2014-01-29,0.524242888966837,0.21133471723819,0.264422393794973
2014-01-30,0.523104491004555,0.211276118891088,0.265619390104357
2014-01-31,0.521966093042272,0.211217520543986,0.266816386413742
2014-02-01,0.52082769507999,0.211158922196884,0.268013382723126
2014-02-02,0.519689297117707,0.211100323849782,0.26921037903251
2014-02-03,0.518550899155425,0.21104172550268,0.270407375341895
2014-02-04,0.517412501193143,0.210983127155578,0.271604371651279
2014-02-05,0.51627410323086,0.210924528808476,0.272801367960664
2014-02-06,0.515135705268578,0.210865930461374,0.273998364270048
2014-02-07,0.513997307306296,0.210807332114272,0.275195360579432
2014-02-08,0.512858909344013,0.21074873376717,0.276392356888817
2014-02-09,0.511720511381731,0.210690135420068,0.277589353198201
2014-02-10,0.510582113419448,0.210631537072966,0.278786349507586
2014-02-11,0.509443715457166,0.210572938725864,0.27998334581697
2014-02-12,0.508305317494884,0.210514340378762,0.281180342126354
2014-02-13,0.507166919532601,0.21045574203166,0.282377338435739
2014-02-14,0.506028521570319,0.210397143684558,0.283574334745123
2014-02-15,0.504890123608037,0.210338545337456,0.284771331054508
2014-02-16,0.503751725645754,0.210279946990354,0.285968327363892
2014-02-17,0.502613327683472,0.210221348643252,0.287165323673277
2014-02-18,0.501474929721189,0.21016275029615,0.288362319982661
2014-02-19,0.500336531758907,0.210104151949048,0.289559316292045
2014-02-20,0.499198133796625,0.210045553601946,0.29075631260143
2014-02-21,0.498059735834342,0.209986955254844,0.291953308910814
2014-02-22,0.49692133787206,0.209928356907741,0.293150305220199
2014-02-23,0.495782939909778,0.209869758560639,0.294347301529583
2014-02-24,0.494644541947495,0.209811160213537,0.295544297838967
2014-02-25,0.493506143985213,0.209752561866435,0.296741294148352
2014-02-26,0.49236774602293,0.209693963519333,0.297938290457736
2014-02-27,0.491229348060648,0.209635365172231,0.299135286767121
2014-02-28,0.490090950098366,0.209576766825129,0.300332283076505
2014-03-01,0.488952552136083,0.209518168478027,0.301529279385889
2014-03-02,0.487814154173801,0.209459570130925,0.302726275695274
2014-03-03,0.486675756211519,0.209400971783823,0.303923272004658
2014-03-04,0.485537358249236,0.209342373436721,0.305120268314043
2014-03-05,0.484398960286954,0.209283775089619,0.306317264623427
2014-03-06,0.483260562324672,0.209225176742517,0.307514260932811
2014-03-07,0.482122164362389,0.209166578395415,0.308711257242196
2014-03-08,0.480983766400107,0.209107980048313,0.30990825355158
2014-03-09,0.479845368437824,0.209049381701211,0.311105249860965
2014-03-10,0.478706970475542,0.208990783354109,0.312302246170349
2014-03-11,0.47756857251326,0.208932185007007,0.313499242479734
2014-03-12,0.476430174550977,0.208873586659905,0.314696238789118
2014-03-13,0.475291776588695,0.208814988312803,0.315893235098502
2014-03-14,0.474153378626413,0.208756389965701,0.317090231407887
2014-03-15,0.47301498066413,0.208697791618599,0.318287227717271
2014-03-16,0.471876582701848,0.208639193271497,0.319484224026656
2014-03-17,0.470738184739565,0.208580594924395,0.32068122033604
2014-03-18,0.469599786777283,0.208521996577293,0.321878216645424
2014-03-19,0.468461388815001,0.208463398230191,0.323075212954809
2014-03-20,0.467322990852718,0.208404799883088,0.324272209264193
2014-03-21,0.466184592890436,0.208346201535986,0.325469205573578
2014-03-22,0.465046194928154,0.208287603188884,0.326666201882962
2014-03-23,0.463907796965871,0.208229004841782,0.327863198192346
2014-03-24,0.462769399003589,0.20817040649468,0.329060194501731
2014-03-25,0.461631001041306,0.208111808147578,0.330257190811115
2014-03-26,0.460492603079024,0.208053209800476,0.3314541871205
2014-03-27,0.459354205116742,0.207994611453374,0.332651183429884
2014-03-28,0.458215807154459,0.207936013106272,0.333848179739269
2014-03-29,0.457077409192177,0.20787741475917,0.335045176048653
2014-03-30,0.455939011229895,0.207818816412068,0.336242172358037
2014-03-31,0.454800613267612,0.207760218064966,0.337439168667422
2014-04-01,0.45366221530533,0.207701619717864,0.338636164976806
2014-04-02,0.452523817343047,0.207643021370762,0.339833161286191
2014-04-03,0.451385419380765,0.20758442302366,0.341030157595575
2014-04-04,0.450247021418483,0.207525824676558,0.342227153904959
2014-04-05,0.4491086234562,0.207467226329456,0.343424150214344
2014-04-06,0.447970225493918,0.207408627982354,0.344621146523728
2014-04-07,0.446831827531636,0.207350029635252,0.345818142833113
2014-04-08,0.445693429569353,0.20729143128815,0.347015139142497
2014-04-09,0.444555031607071,0.207232832941048,0.348212135451881
2014-04-10,0.443416633644788,0.207174234593946,0.349409131761266
2014-04-11,0.442278235682506,0.207115636246844,0.35060612807065
2014-04-12,0.441139837720224,0.207057037899742,0.351803124380035
2014-04-13,0.440001439757941,0.20699843955264,0.353000120689419
2014-04-14,0.438863041795659,0.206939841205538,0.354197116998804
2014-04-15,0.437724643833377,0.206881242858436,0.355394113308188
2014-04-16,0.436586245871094,0.206822644511333,0.356591109617572
2014-04-17,0.435447847908812,0.206764046164231,0.357788105926957
2014-04-18,0.43430944994653,0.206705447817129,0.358985102236341
2014-04-19,0.433171051984247,0.206646849470027,0.360182098545726
2014-04-20,0.432032654021965,0.206588251122925,0.36137909485511
2014-04-21,0.430894256059682,0.206529652775823,0.362576091164494
2014-04-22,0.4297558580974,0.206471054428721,0.363773087473879
2014-04-23,0.428617460135118,0.206412456081619,0.364970083783263
2014-04-24,0.427479062172835,0.206353857734517,0.366167080092648
2014-04-25,0.426340664210553,0.206295259387415,0.367364076402032
2014-04-26,0.425202266248271,0.206236661040313,0.368561072711416
2014-04-27,0.424063868285988,0.206178062693211,0.369758069020801
2014-04-28,0.422925470323706,0.206119464346109,0.370955065330185
2014-04-29,0.421787072361423,0.206060865999007,0.37215206163957
2014-04-30,0.420648674399141,0.206002267651905,0.373349057948954
2014-05-01,0.419510276436859,0.205943669304803,0.374546054258338
2014-05-02,0.418371878474576,0.205885070957701,0.375743050567723
2014-05-03,0.417233480512294,0.205826472610599,0.376940046877107
2014-05-04,0.416095082550012,0.205767874263497,0.378137043186492
2014-05-05,0.414956684587729,0.205709275916395,0.379334039495876
2014-05-06,0.413818286625447,0.205650677569293,0.380531035805261
2014-05-07,0.412679888663164,0.205592079222191,0.381728032114645
2014-05-08,0.411541490700882,0.205533480875089,0.382925028424029
2014-05-09,0.4104030927386,0.205474882527987,0.384122024733414
2014-05-10,0.409264694776317,0.205416284180885,0.385319021042798
2014-05-11,0.408126296814035,0.205357685833783,0.386516017352183
2014-05-12,0.406987898851753,0.20529908748668,0.387713013661567
2014-05-13,0.40584950088947,0.205240489139578,0.388910009970951
2014-05-14,0.404711102927188,0.205181890792476,0.390107006280336
2014-05-15,0.403572704964905,0.205123292445374,0.39130400258972
2014-05-16,0.402434307002623,0.205064694098272,0.392500998899105
2014-05-17,0.401295909040341,0.20500609575117,0.393697995208489
2014-05-18,0.400157511078058,0.204947497404068,0.394894991517873
2014-05-19,0.399019113115776,0.204888899056966,0.396091987827258
2014-05-20,0.397880715153494,0.204830300709864,0.397288984136642
2014-05-21,0.396742317191211,0.204771702362762,0.398485980446027
2014-05-22,0.395603919228929,0.20471310401566,0.399682976755411
2014-05-23,0.394465521266646,0.204654505668558,0.400879973064796
2014-05-24,0.393327123304364,0.204595907321456,0.40207696937418
2014-05-25,0.392188725342082,0.204537308974354,0.403273965683564
2014-05-26,0.391050327379799,0.204478710627252,0.404470961992949
